部件,关节归属,类型,材料,本轮新增或替换,制造信息,源清单,STEP,打印主文件,显示网格,网格SHA256,最近专用图册,备注
R23_NECK_FREE_P1,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_P1.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_P1.stl,3fe9e042882ba84f92ada88e07591ad109470f0fb34e1ecbd1e20586663084cf,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_P2,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_P2.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_P2.stl,152066fe2f0f743b009b4b4ec557623b42e4b65f1e10f0381fd66660de221505,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_P3,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_P3.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_P3.stl,83e564ac7afbe52190f34c8b88fc52716644094b3bad5fd1333018a615b9f6ad,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_P4,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_P4.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_P4.stl,4f3a91e04c664d9acf333632f5009b5f524e21416b85060d05bc482a3fd20008,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_S01,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_S01.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_S01.stl,d8b5695a4d94ccd1f696143c21675d83084427c3b5144290655dc8881b3c777d,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_S02,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_S02.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_S02.stl,7c9e3c02a83a83035fd26d9ac508263c8eaba03acec500af6b1a67e985ef79e4,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_S03,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_S03.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_S03.stl,6641b4d86270387977421844dbc7b06badc300571b5560fc53029f82b7cf4e19,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_S04,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_S04.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_S04.stl,1672d8327ff300d8250bd226e6ad9954b905b847a7dd593b2dd62dd438e97300,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_S05,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_S05.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_S05.stl,503b16160b8041f320a035a934b3f604b8c91ca3931c0fd2f85dee6a3c2daa6c,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_S06,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_S06.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_S06.stl,5bb1d1587391e7e7d6c205d7afd442402a0a9e0913de0747fb2310301ed1f58c,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_S07,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_S07.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_S07.stl,bc0d39b67ce990cb5ae20ade3137cea4f15e8ba2ab76655b0ec2fe4c3bdaa314,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_S08,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_S08.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_S08.stl,ba5fed304641eec79095bd71c075c69611e7aa26311c3bf90505e82d98842255,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_S09,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_S09.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_S09.stl,8ea4ed002a20f74ac8351f606944c90a5200076866a3e4a1f140c9f4cb7468a0,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_S10,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_S10.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_S10.stl,c6277aa09938f01ab7757d13497e428542c14fcd5447ecab2ce2494fe8995c87,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_S11,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_S11.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_S11.stl,389eb3f0d80466034ca62c77bbf3719b8772913220e9f5b2d37d57332f7e2f32,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_S12,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_S12.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_S12.stl,3a54311f27202b0256d10f2ec148c225f714a19b2adae5762d6ca70517a6a49c,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_S13,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_S13.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_S13.stl,34168d091626730196bee826c959f0d50cd14e6a1be63f161044585cf9634e97,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_S14,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_S14.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_S14.stl,50ee86b749a7695158d8c2c1db223e5584d27a50d94bf6ef189217dd26c39fe0,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_S15,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_S15.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_S15.stl,a9337072eb1a897ca4ab0c3afecef7f725ca85ec1e383ca43d45aea9498f2d31,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_S16,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_S16.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_S16.stl,c7a92b3ac21155e984bde1b22af3e56abaa5905c4bbc091a43e26f67e3ee3ba9,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_S17,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_S17.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_S17.stl,463d14917f891cc388518c94a90fd4af1d2efaa1b232a0749ea16c6a28ca9e2d,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_S18,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_S18.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_S18.stl,089edf9a8bfd058b6f85cd366e80e7a902a99ec3c18e7c5a968677b8e8798485,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_S19,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_S19.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_S19.stl,5b5eb55d93d080871419e5c963defe5d2e97dc145ceca903588815ca444402c1,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_S20,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_S20.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_S20.stl,246cd6a5f450e4f45d9a577af56a49042efca2a7f1a1fade22f1c2678f4e00bd,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
R23_NECK_FREE_S21,MULTI_LINK_FLEX_HARNESS,flexible_wire_home,"TE 55A0111 tin-coated copper / crosslinked modified ETFE, maximum OD envelope",True,自由线HOME形状参考；按完整导线表裁线，不制作实心弯管,work/r23-power-integration/harness/flex_compact_v6/home_export/manifest.json,work/r23-power-integration/harness/flex_compact_v6/home_export/STEP_毫米/R23_NECK_FREE_S21.step,,work/r23-power-integration/harness/flex_compact_v6/home_export/STL_装配坐标_毫米/R23_NECK_FREE_S21.stl,1de114937294a73ed3ec7a98bb1c26495f363c5f557838736604f3d21ab224b7,,Frozen flexible HOME reference only. Exact free-exit to free-exit; no added end tails. Never rigidly rotate whole wire with head.
